Name,APID,Type,Endian,Conversion_C0,Conversion_C1,Conversion_C2,Conversion_C3,Conversion_C4
tracker_track_rows,207,U8,big,,,,,
tracker_track_cols,207,U8,big,,,,,
tracker_num_bright_stars,207,U8,big,,,,,
tracker_image_filter_enabled,207,U8,big,,,,,
,207,U8,big,,,,,
,207,U16,big,,,,,
CCSDS_Header_1_APID,203,U16,little,,,,,
CCSDS_Header_2_Seq,203,U16,little,,,,,
PKT_LEN,203,U16,little,,,,,
SHCOARSE,203,U32,big,,,,,
SHFINE,203,U16,big,,,,,
refs_gps_timer,203,U32,big,,,,,
refs_time_now,203,F64,big,0,0.2,0,0,0
refs_q_ecef_wrt_eci1,203,I32,big,0,0.000000001,0,0,0
refs_q_ecef_wrt_eci2,203,I32,big,0,0.000000001,0,0,0
refs_q_ecef_wrt_eci3,203,I32,big,0,0.000000001,0,0,0
refs_q_ecef_wrt_eci4,203,I32,big,0,0.000000001,0,0,0
refs_position_wrt_eci1,203,I32,big,0,0.00002,0,0,0
refs_position_wrt_eci2,203,I32,big,0,0.00002,0,0,0
refs_position_wrt_eci3,203,I32,big,0,0.00002,0,0,0
refs_position_wrt_ecef1,203,I32,big,0,0.00002,0,0,0
refs_position_wrt_ecef2,203,I32,big,0,0.00002,0,0,0
refs_position_wrt_ecef3,203,I32,big,0,0.00002,0,0,0
refs_velocity_wrt_eci1,203,I32,big,0,0.000000005,0,0,0
refs_velocity_wrt_eci2,203,I32,big,0,0.000000005,0,0,0
refs_velocity_wrt_eci3,203,I32,big,0,0.000000005,0,0,0
refs_velocity_wrt_ecef1,203,I32,big,0,0.000000005,0,0,0
refs_velocity_wrt_ecef2,203,I32,big,0,0.000000005,0,0,0
refs_velocity_wrt_ecef3,203,I32,big,0,0.000000005,0,0,0
refs_nadir_vector_body1,203,I16,big,0,0.00004,0,0,0
refs_nadir_vector_body2,203,I16,big,0,0.00004,0,0,0
refs_nadir_vector_body3,203,I16,big,0,0.00004,0,0,0
refs_sun_vector_body1,203,I16,big,0,0.00004,0,0,0
refs_sun_vector_body2,203,I16,big,0,0.00004,0,0,0
refs_sun_vector_body3,203,I16,big,0,0.00004,0,0,0
refs_moon_vector_body1,203,I16,big,0,0.00004,0,0,0
refs_moon_vector_body2,203,I16,big,0,0.00004,0,0,0
refs_moon_vector_body3,203,I16,big,0,0.00004,0,0,0
refs_mag_model_vector_eci1,203,I16,big,0,0.000000005,0,0,0
refs_mag_model_vector_eci2,203,I16,big,0,0.000000005,0,0,0
refs_mag_model_vector_eci3,203,I16,big,0,0.000000005,0,0,0
refs_mag_model_vector_body1,203,I16,big,0,0.000000005,0,0,0
refs_mag_model_vector_body2,203,I16,big,0,0.000000005,0,0,0
refs_mag_model_vector_body3,203,I16,big,0,0.000000005,0,0,0
refs_sun_model_vector_eci1,203,I16,big,0,0.00004,0,0,0
refs_sun_model_vector_eci2,203,I16,big,0,0.00004,0,0,0
refs_sun_model_vector_eci3,203,I16,big,0,0.00004,0,0,0
refs_moon_model_vector_eci1,203,I16,big,0,0.00004,0,0,0
refs_moon_model_vector_eci2,203,I16,big,0,0.00004,0,0,0
refs_moon_model_vector_eci3,203,I16,big,0,0.00004,0,0,0
refs_aero_density,203,I16,big,,,,,
refs_orbit_method,203,D8,big,,,,,
refs_refs_valid,203,D8,big,,,,,
refs_esm_valid,203,D8,big,,,,,
refs_run_low_rate_task,203,D8,big,,,,,
refs_auto_gps_usage,203,D8,big,,,,,
pad0,203,U8,big,,,,,
pad1,203,U16,big,,,,,
pad2,203,U8,big,,,,,
CCSDS_Header_1_APID,202,U16,little,,,,,
CCSDS_Header_2_Seq,202,U16,little,,,,,
PKT_LEN,202,U16,little,,,,,
SHCOARSE,202,U32,big,,,,,
SHFINE,202,U16,big,,,,,
time_tai_seconds,202,F64,big,0,0.2,0,0,0
time_cycle_time,202,U32,big,0,0.2,0,0,0
time_jd_of_now_wrt_tai,202,U32,big,,,,,
time_gps_update_cycle_period,202,U32,big,,,,,
time_gps_update_cycle_count,202,U32,big,,,,,
time_time_valid,202,D8,big,,,,,
time_pps_config,202,D8,big,,,,,
,202,U8,big,,,,,
,202,U16,big,,,,,
CCSDS_Header_1_APID,212,U16,little,,,,,
CCSDS_Header_2_Seq,212,U16,little,,,,,
PKT_LEN,212,U16,little,,,,,
SHCOARSE,212,U32,big,,,,,
SHFINE,212,U16,big,,,,,
imu_avg_channel_rates1,212,I16,big,0,0.00001,0,0,0
imu_avg_channel_rates2,212,I16,big,0,0.00001,0,0,0
imu_avg_channel_rates3,212,I16,big,0,0.00001,0,0,0
imu_imu_avg_vector_body1,212,I16,big,0,0.00001,0,0,0
imu_imu_avg_vector_body2,212,I16,big,0,0.00001,0,0,0
imu_imu_avg_vector_body3,212,I16,big,0,0.00001,0,0,0
imu_avg_time_tag,212,U32,big,,,,,
imu_raw_first_packet_rates1,212,I16,big,,,,,
imu_raw_first_packet_rates2,212,I16,big,,,,,
imu_raw_first_packet_rates3,212,I16,big,,,,,
imu_imu_invalid_count,212,U16,big,,,,,
imu_new_packet_count,212,U8,big,,,,,
imu_first_packet_id,212,U8,big,,,,,
imu_imu_vector_valid,212,D8,big,,,,,
imu_imu_vector_enabled,212,D8,big,,,,,
imu_imu_test_mode,212,D8,big,,,,,
pad0,212,U8,big,,,,,
pad1,212,U16,big,,,,,
CCSDS_Header_1_APID,219,U16,little,,,,,
CCSDS_Header_2_Seq,219,U16,little,,,,,
PKT_LEN,219,U16,little,,,,,
SHCOARSE,219,U32,big,,,,,
SHFINE,219,U16,big,,,,,
cal_q_tracker_wrt_body1,219,I32,big,0,0.000000001,0,0,0
cal_q_tracker_wrt_body2,219,I32,big,0,0.000000001,0,0,0
cal_q_tracker_wrt_body3,219,I32,big,0,0.000000001,0,0,0
cal_q_tracker_wrt_body4,219,I32,big,0,0.000000001,0,0,0
cal_q_tracker_wrt_body5,219,I32,big,0,0.000000001,0,0,0
cal_q_tracker_wrt_body6,219,I32,big,0,0.000000001,0,0,0
cal_q_tracker_wrt_body7,219,I32,big,0,0.000000001,0,0,0
cal_q_tracker_wrt_body8,219,I32,big,0,0.000000001,0,0,0
cal_q_tracker_wrt_body_est1,219,I32,big,0,0.000000001,0,0,0
cal_q_tracker_wrt_body_est2,219,I32,big,0,0.000000001,0,0,0
cal_q_tracker_wrt_body_est3,219,I32,big,0,0.000000001,0,0,0
cal_q_tracker_wrt_body_est4,219,I32,big,0,0.000000001,0,0,0
cal_q_tracker_wrt_body_est5,219,I32,big,0,0.000000001,0,0,0
cal_q_tracker_wrt_body_est6,219,I32,big,0,0.000000001,0,0,0
cal_q_tracker_wrt_body_est7,219,I32,big,0,0.000000001,0,0,0
cal_q_tracker_wrt_body_est8,219,I32,big,0,0.000000001,0,0,0
cal_tracker_align_used_res1,219,I32,big,0,0.000000001,0,0,0
cal_tracker_align_used_res2,219,I32,big,0,0.000000001,0,0,0
cal_tracker_align_used_res3,219,I32,big,0,0.000000001,0,0,0
cal_tracker_align_est_res1,219,I32,big,0,0.000000001,0,0,0
cal_tracker_align_est_res2,219,I32,big,0,0.000000001,0,0,0
cal_tracker_align_est_res3,219,I32,big,0,0.000000001,0,0,0
cal_rejected_tracker_est_count,219,U32,big,,,,,
cal_tracker_n,219,U16,big,,,,,
cal_tracker_align_method,219,D8,big,,,,,
cal_tracker_align_usage,219,D8,big,,,,,
CCSDS_Header_1_APID,204,U16,little,,,,,
CCSDS_Header_2_Seq,204,U16,little,,,,,
PKT_LEN,204,U16,little,,,,,
SHCOARSE,204,U32,big,,,,,
SHFINE,204,U16,big,,,,,
att_det_q_body_wrt_eci1,204,I32,big,0,5.00E-10,0,0,0
att_det_q_body_wrt_eci2,204,I32,big,0,5.00E-10,0,0,0
att_det_q_body_wrt_eci3,204,I32,big,0,5.00E-10,0,0,0
att_det_q_body_wrt_eci4,204,I32,big,0,5.00E-10,0,0,0
att_det_residual1,204,I32,big,0,5.00E-10,0,0,0
att_det_residual2,204,I32,big,0,5.00E-10,0,0,0
att_det_residual3,204,I32,big,0,5.00E-10,0,0,0
att_det_body_rate1,204,I32,big,0,5.00E-10,0,0,0
att_det_body_rate2,204,I32,big,0,5.00E-10,0,0,0
att_det_body_rate3,204,I32,big,0,5.00E-10,0,0,0
att_det_gyro_bias_est1,204,I16,big,0,5.00E-10,0,0,0
att_det_gyro_bias_est2,204,I16,big,0,5.00E-10,0,0,0
att_det_gyro_bias_est3,204,I16,big,0,5.00E-10,0,0,0
att_det_attitude_alg,204,D8,big,,,,,
att_det_good_att_rate_timer,204,U32,big,,,,,
att_det_bad_att_timer,204,U32,big,,,,,
att_det_bad_rate_timer,204,U32,big,,,,,
att_det_reinit_count,204,U32,big,,,,,
att_det_attitude_valid,204,D8,big,,,,,
att_det_meas_att_valid,204,D8,big,,,,,
att_det_meas_rate_valid,204,D8,big,,,,,
att_det_tracker_used,204,U8,big,,,,,
att_det_tracker_preference,204,U8,big,,,,,
CCSDS_Header_1_APID,220,U16,little,,,,,
CCSDS_Header_2_Seq,220,U16,little,,,,,
PKT_LEN,220,U16,little,,,,,
SHCOARSE,220,U32,big,,,,,
SHFINE,220,U16,big,,,,,
tracker_ctrl_q_body_wrt_eci1,220,I32,big,0,0.000000001,0,0,0
tracker_ctrl_q_body_wrt_eci2,220,I32,big,0,0.000000001,0,0,0
tracker_ctrl_q_body_wrt_eci3,220,I32,big,0,0.000000001,0,0,0
tracker_ctrl_q_body_wrt_eci4,220,I32,big,0,0.000000001,0,0,0
tracker_ctrl_q_body_wrt_eci5,220,I32,big,0,0.000000001,0,0,0
tracker_ctrl_q_body_wrt_eci6,220,I32,big,0,0.000000001,0,0,0
tracker_ctrl_q_body_wrt_eci7,220,I32,big,0,0.000000001,0,0,0
tracker_ctrl_q_body_wrt_eci8,220,I32,big,0,0.000000001,0,0,0
tracker_ctrl_tracker_att_valid1,220,D8,big,,,,,
tracker_ctrl_tracker_att_valid2,220,D8,big,,,,,
tracker_ctrl_tracker_usage_enabled1,220,D8,big,,,,,
tracker_ctrl_tracker_usage_enabled2,220,D8,big,,,,,
tracker_ctrl_max_backgnd_tripped1,220,D8,big,,,,,
tracker_ctrl_max_backgnd_tripped2,220,D8,big,,,,,
tracker_ctrl_max_rot_rate_tripped1,220,D8,big,,,,,
tracker_ctrl_max_rot_rate_tripped2,220,D8,big,,,,,
tracker_ctrl_aid_status_bit1,220,U8,big,,,,,
tracker_ctrl_aid_status_bit2,220,U8,big,,,,,
CCSDS_Header_1_APID,208,U16,little,,,,,
CCSDS_Header_2_Seq,208,U16,little,,,,,
PKT_LEN,208,U16,little,,,,,
SHCOARSE,208,U32,big,,,,,
SHFINE,208,U16,big,,,,,
att_ctrl_position_error1,208,I32,big,0,0.000000002,0,0,0
att_ctrl_position_error2,208,I32,big,0,0.000000002,0,0,0
att_ctrl_position_error3,208,I32,big,0,0.000000002,0,0,0
att_ctrl_rate_error1,208,I32,big,0,0.000000005,0,0,0
att_ctrl_rate_error2,208,I32,big,0,0.000000005,0,0,0
att_ctrl_rate_error3,208,I32,big,0,0.000000005,0,0,0
att_ctrl_integral_error1,208,I16,big,0,0.00001,0,0,0
att_ctrl_integral_error2,208,I16,big,0,0.00001,0,0,0
att_ctrl_integral_error3,208,I16,big,0,0.00001,0,0,0
att_ctrl_eigen_error,208,U32,big,0,0,0,0,0
att_ctrl_max_rate1,208,U16,big,0,0.0002,0,0,0
att_ctrl_max_rate2,208,U16,big,0,0.0002,0,0,0
att_ctrl_max_rate3,208,U16,big,0,0.0002,0,0,0
att_ctrl_max_accel1,208,U16,big,0,0.0002,0,0,0
att_ctrl_max_accel2,208,U16,big,0,0.0002,0,0,0
att_ctrl_max_accel3,208,U16,big,0,0.0002,0,0,0
att_ctrl_feedback_ctrl_torq1,208,I16,big,0,0.0000002,0,0,0
att_ctrl_feedback_ctrl_torq2,208,I16,big,0,0.0000002,0,0,0
att_ctrl_feedback_ctrl_torq3,208,I16,big,0,0.0000002,0,0,0
att_ctrl_ctrl_torque1,208,I16,big,0,0.0000002,0,0,0
att_ctrl_ctrl_torque2,208,I16,big,0,0.0000002,0,0,0
att_ctrl_ctrl_torque3,208,I16,big,0,0.0000002,0,0,0
att_ctrl_time_into_search,208,U16,big,,,,,
att_ctrl_wait_timer,208,U16,big,,,,,
att_ctrl_sun_point_angle_error,208,U16,big,0,0.003,0,0,0
att_ctrl_sun_point_state,208,D8,big,,,,,
att_ctrl_gain_index,208,U8,big,,,,,
att_ctrl_momentum_too_high,208,D8,big,,,,,
,208,U8,big,,,,,
CCSDS_Header_1_APID,216,U16,little,,,,,
CCSDS_Header_2_Seq,216,U16,little,,,,,
PKT_LEN,216,U16,little,,,,,
SHCOARSE,216,U32,big,,,,,
SHFINE,216,U16,big,,,,,
tables_length32,216,U32,big,,,,,
tables_offset32,216,U32,big,,,,,
tables_checksum,216,U16,big,,,,,
tables_table_upload_status,216,D8,big,,,,,
tables_which_table,216,U8,big,,,,,
tables_image,216,U8,big,,,,,
tables_flash_burn_armed,216,D8,big,,,,,
,216,U8,big,,,,,
,216,U16,big,,,,,
CCSDS_Header_1_APID,201,U16,little,,,,,
CCSDS_Header_2_Seq,201,U16,little,,,,,
PKT_LEN,201,U16,little,,,,,
SHCOARSE,201,U32,big,,,,,
SHFINE,201,U16,big,,,,,
general_software_version1,201,U32,big,,,,,
general_software_version2,201,U32,big,,,,,
general_hardware_version,201,U32,big,,,,,
general_async_running,201,U8,big,,,,,
general_inertia1,201,I32,big,0,0.0001,0,0,0
general_inertia2,201,I32,big,0,0.0001,0,0,0
general_inertia3,201,I32,big,0,0.0001,0,0,0
general_inertia4,201,I32,big,0,0.0001,0,0,0
general_inertia5,201,I32,big,0,0.0001,0,0,0
general_inertia6,201,I32,big,0,0.0001,0,0,0
general_inertia7,201,I32,big,0,0.0001,0,0,0
general_inertia8,201,I32,big,0,0.0001,0,0,0
general_inertia9,201,I32,big,0,0.0001,0,0,0
,201,U8,big,,,,,
,201,U16,big,,,,,
,201,U8,big,,,,,
CCSDS_Header_1_APID,205,U16,little,,,,,
CCSDS_Header_2_Seq,205,U16,little,,,,,
PKT_LEN,205,U16,little,,,,,
SHCOARSE,205,U32,big,,,,,
SHFINE,205,U16,big,,,,,
att_cmd_cmd_q_body_wrt_eci1,205,I32,big,0,5.00E-10,0,0,0
att_cmd_cmd_q_body_wrt_eci2,205,I32,big,0,5.00E-10,0,0,0
att_cmd_cmd_q_body_wrt_eci3,205,I32,big,0,5.00E-10,0,0,0
att_cmd_cmd_q_body_wrt_eci4,205,I32,big,0,5.00E-10,0,0,0
att_cmd_cmd_body_rate1,205,I32,big,0,5.00E-10,0,0,0
att_cmd_cmd_body_rate2,205,I32,big,0,5.00E-10,0,0,0
att_cmd_cmd_body_rate3,205,I32,big,0,5.00E-10,0,0,0
att_cmd_cmd_body_accel1,205,I32,big,0,5.00E-10,0,0,0
att_cmd_cmd_body_accel2,205,I32,big,0,5.00E-10,0,0,0
att_cmd_cmd_body_accel3,205,I32,big,0,5.00E-10,0,0,0
att_cmd_commanded_sun1,205,I16,big,0,0.00004,0,0,0
att_cmd_commanded_sun2,205,I16,big,0,0.00004,0,0,0
att_cmd_commanded_sun3,205,I16,big,0,0.00004,0,0,0
att_cmd_hr_cycle_safe_mode,205,U32,big,,,,,
att_cmd_rotisserie_rate,205,I16,big,,,,,
att_cmd_adcs_mode,205,D8,big,,,,,
att_cmd_safe_mode_reason,205,D8,big,,,,,
att_cmd_recommend_sun_point,205,D8,big,,,,,
,205,U8,big,,,,,
CCSDS_Header_1_APID,217,U16,little,,,,,
CCSDS_Header_2_Seq,217,U16,little,,,,,
PKT_LEN,217,U16,little,,,,,
SHCOARSE,217,U32,big,,,,,
SHFINE,217,U16,big,,,,,
tracker2_attitude_st1,217,I32,big,0,4.88E-10,,,
tracker2_attitude_st2,217,I32,big,0,4.88E-10,,,
tracker2_attitude_st3,217,I32,big,0,4.88E-10,,,
tracker2_attitude_st4,217,I32,big,0,4.88E-10,,,
tracker2_rate_est1,217,I16,big,0,0.0000025,0,0,0
tracker2_rate_est2,217,I16,big,0,0.0000025,0,0,0
tracker2_rate_est3,217,I16,big,0,0.0000025,0,0,0
tracker2_right_asc,217,U16,big,0,0.0055,0,0,0
tracker2_declination,217,I16,big,0,0.0055,0,0,0
tracker2_roll,217,I16,big,0,0.0055,0,0,0
tracker2_att_covariance1,217,I32,big,0,1.47E-14,0,0,0
tracker2_att_covariance2,217,I32,big,0,1.47E-14,0,0,0
tracker2_att_covariance3,217,I32,big,0,1.47E-14,0,0,0
tracker2_att_covariance4,217,I32,big,0,1.47E-14,0,0,0
tracker2_att_covariance5,217,I32,big,0,1.47E-14,0,0,0
tracker2_att_covariance6,217,I32,big,0,1.47E-14,0,0,0
tracker2_maximum_residual,217,U8,big,,,,,
tracker2_maximum_residual_init,217,U8,big,,,,,
tracker2_analog_gain_eu,217,U8,big,0,0.5,0,0,0
tracker2_mag_bright,217,U8,big,0,0.04,0,0,0
tracker2_mag_dim,217,U8,big,0,0.04,0,0,0
tracker2_peak_noise_all_trk_blks,217,U8,big,0,4,0,0,0
tracker2_peak_bckgnd_all_trk_blks,217,U8,big,0,4,0,0,0
tracker2_median_noise_all_trk_blks,217,U8,big,0,4,0,0,0
tracker2_median_bckgnd_all_trk_blks,217,U8,big,0,4,0,0,0
tracker2_operating_mode,217,D8,big,,,,,
tracker2_star_id_step,217,D8,big,,,,,
tracker2_id_status,217,D8,big,,,,,
tracker2_id_status_save,217,D8,big,,,,,
tracker2_att_status,217,D8,big,,,,,
tracker2_rate_est_status,217,D8,big,,,,,
tracker2_rate_aid_status,217,D8,big,,,,,
tracker2_vel_aid_status,217,D8,big,,,,,
tracker2_att_aid_status,217,D8,big,,,,,
tracker2_att_time_tag,217,U32,big,,,,,
tracker2_num_id_patterns_tried,217,U32,big,,,,,
tracker2_pixel_amp_threshold,217,U8,big,0,4,0,0,0
tracker2_amplitude_offset,217,U8,big,,,,,
tracker2_current_tint,217,U32,big,,,,,
tracker2_start_set_time,217,U32,big,,,,,
tracker2_mem_det_trigger_delay,217,U32,big,,,,,
tracker2_image_read_dt,217,U32,big,,,,,
tracker2_maximum_residual_id,217,U16,big,,,,,
tracker2_maximum_residual_id_init,217,U16,big,,,,,
tracker2_max_row_bckgnd_post_comp,217,U16,big,,,,,
tracker2_excluded_id,217,U16,big,,,,,
tracker2_id_stars1,217,U16,big,,,,,
tracker2_id_stars2,217,U16,big,,,,,
tracker2_id_stars3,217,U16,big,,,,,
tracker2_id_stars4,217,U16,big,,,,,
tracker2_det_timeout_count,217,U16,big,,,,,
tracker2_num_pix_groups_for_id,217,U8,big,,,,,
tracker2_id_tolerance,217,U8,big,,,,,
tracker2_num_of_att_loops,217,U8,big,,,,,
tracker2_num_attitude_stars,217,U8,big,,,,,
tracker2_num_stars_high_residual,217,U8,big,,,,,
tracker2_auto_black_enable,217,D8,big,,,,,
tracker2_black_level,217,U8,big,,,,,
tracker2_num_stars_on_fov,217,U8,big,,,,,
tracker2_num_track_blocks_issued,217,U8,big,,,,,
tracker2_num_track_stars,217,U8,big,,,,,
tracker2_num_id_stars,217,U8,big,,,,,
tracker2_fs_wcounter,217,U8,big,,,,,
tracker2_auto_track,217,D8,big,,,,,
tracker2_auto_integration,217,D8,big,,,,,
tracker2_auto_gain,217,D8,big,,,,,
tracker2_test_mode,217,U8,big,,,,,
tracker2_fpga_det_timeout,217,D8,big,,,,,
tracker2_store_seq_images,217,D8,big,,,,,
tracker2_track_ref_available,217,D8,big,,,,,
tracker2_num_exclusions,217,U8,big,,,,,
tracker2_id_wait_counter,217,U8,big,,,,,
tracker2_image_index,217,U8,big,,,,,
tracker2_ref_index,217,U8,big,,,,,
tracker2_track_rows,217,U8,big,,,,,
tracker2_track_cols,217,U8,big,,,,,
tracker2_num_bright_stars,217,U8,big,,,,,
tracker2_image_filter_enabled,217,U8,big,,,,,
,217,U8,big,,,,,
,217,U16,big,,,,,
,217,U8,big,,,,,
CCSDS_Header_1_APID,214,U16,little,,,,,
CCSDS_Header_2_Seq,214,U16,little,,,,,
PKT_LEN,214,U16,little,,,,,
SHCOARSE,214,U32,big,,,,,
SHFINE,214,U16,big,,,,,
tlm_proc_tlm_table_used,214,U8,big,,,,,
tlm_proc_file_pointer,214,U32,big,,,,,
tlm_proc_buffer_index,214,U8,big,,,,,
tlm_proc_streaming,214,D8,big,,,,,
,214,U8,big,,,,,
CCSDS_Header_1_APID,221,U16,little,,,,,
CCSDS_Header_2_Seq,221,U16,little,,,,,
PKT_LEN,221,U16,little,,,,,
SHCOARSE,221,U32,big,,,,,
SHFINE,221,U16,big,,,,,
ext_tracker2_l01,221,U8,big,,,,,
ext_tracker2_l02,221,U8,big,,,,,
ext_tracker2_l03,221,U8,big,,,,,
ext_tracker2_l04,221,U8,big,,,,,
ext_tracker2_l05,221,U8,big,,,,,
ext_tracker2_l06,221,U8,big,,,,,
ext_tracker2_l07,221,U8,big,,,,,
ext_tracker2_l08,221,U8,big,,,,,
ext_tracker2_l09,221,U8,big,,,,,
ext_tracker2_l010,221,U8,big,,,,,
ext_tracker2_l011,221,U8,big,,,,,
ext_tracker2_l012,221,U8,big,,,,,
ext_tracker2_l013,221,U8,big,,,,,
ext_tracker2_l014,221,U8,big,,,,,
ext_tracker2_l015,221,U8,big,,,,,
ext_tracker2_l016,221,U8,big,,,,,
ext_tracker2_l017,221,U8,big,,,,,
ext_tracker2_l018,221,U8,big,,,,,
ext_tracker2_l019,221,U8,big,,,,,
ext_tracker2_l020,221,U8,big,,,,,
ext_tracker2_l021,221,U8,big,,,,,
ext_tracker2_l022,221,U8,big,,,,,
ext_tracker2_l023,221,U8,big,,,,,
ext_tracker2_l024,221,U8,big,,,,,
ext_tracker2_l025,221,U8,big,,,,,
ext_tracker2_l026,221,U8,big,,,,,
ext_tracker2_l027,221,U8,big,,,,,
ext_tracker2_l028,221,U8,big,,,,,
ext_tracker2_l029,221,U8,big,,,,,
ext_tracker2_l030,221,U8,big,,,,,
ext_tracker2_l031,221,U8,big,,,,,
ext_tracker2_l032,221,U8,big,,,,,
ext_tracker2_cmd_status,221,D8,big,,,,,
ext_tracker2_cmd_reject_status,221,D8,big,,,,,
ext_tracker2_cmd_accept_count,221,U8,big,,,,,
ext_tracker2_cmd_reject_count,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes1,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes2,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes3,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes4,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes5,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes6,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes7,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes8,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes1,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes2,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes3,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes4,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes5,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes6,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes7,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes8,221,U8,big,,,,,
ext_tracker2_software_version1,221,U32,big,,,,,
ext_tracker2_software_version2,221,U32,big,,,,,
ext_tracker2_hardware_version,221,U32,big,,,,,
ext_tracker2_counts_per_sec,221,U32,big,,,,,
ext_tracker2_hr_run_count,221,U32,big,,,,,
ext_tracker2_hr_time_usec,221,U32,big,,,,,
ext_tracker2_cycles_since_pps,221,U32,big,,,,,
ext_tracker2_hr_exec_time_ms1,221,U8,big,,,,,
ext_tracker2_hr_exec_time_ms2,221,U8,big,,,,,
ext_tracker2_hr_exec_time_ms3,221,U8,big,,,,,
ext_tracker2_hr_exec_time_ms4,221,U8,big,,,,,
ext_tracker2_hr_exec_time_ms5,221,U8,big,,,,,
ext_tracker2_clock_sync_enable,221,U8,big,,,,,
ext_tracker2_voltage_5p0,221,U8,big,0,0.025,0,0,0
ext_tracker2_voltage_3p3,221,U8,big,0,0.015,0,0,0
ext_tracker2_voltage_2p5,221,U8,big,0,0.015,0,0,0
ext_tracker2_voltage_1p8,221,U8,big,0,0.015,0,0,0
ext_tracker2_voltage_1p0,221,U8,big,0,0.015,0,0,0
ext_tracker2_det_temp,221,I8,big,0,0.8,0,0,0
ext_tracker2_length32,221,U32,big,,,,,
ext_tracker2_offset32,221,U32,big,,,,,
ext_tracker2_checksum,221,U16,big,,,,,
ext_tracker2_table_upload_status,221,D8,big,,,,,
ext_tracker2_which_table,221,U8,big,,,,,
ext_tracker2_image,221,U8,big,,,,,
ext_tracker2_flash_burn_armed,221,U8,big,,,,,
,221,U8,big,,,,,
,221,U16,big,,,,,
CCSDS_Header_1_APID,206,U16,little,,,,,
CCSDS_Header_2_Seq,206,U16,little,,,,,
PKT_LEN,206,U16,little,,,,,
SHCOARSE,206,U32,big,,,,,
SHFINE,206,U16,big,,,,,
rw_drive_theta_err1,206,I16,big,0,0.001,0,0,0
rw_drive_theta_err2,206,I16,big,0,0.001,0,0,0
rw_drive_theta_err3,206,I16,big,0,0.001,0,0,0
rw_drive_theta_err4,206,I16,big,0,0.001,0,0,0
rw_drive_drag_est1,206,I16,big,0,0.01,0,0,0
rw_drive_drag_est2,206,I16,big,0,0.01,0,0,0
rw_drive_drag_est3,206,I16,big,0,0.01,0,0,0
rw_drive_drag_est4,206,I16,big,0,0.01,0,0,0
rw_drive_obs_angle_residual1,206,I16,big,0,0.00025,0,0,0
rw_drive_obs_angle_residual2,206,I16,big,0,0.00025,0,0,0
rw_drive_obs_angle_residual3,206,I16,big,0,0.00025,0,0,0
rw_drive_obs_angle_residual4,206,I16,big,0,0.00025,0,0,0
rw_drive_filtered_speed_rpm_161,206,I16,big,0,0.4,0,0,0
rw_drive_filtered_speed_rpm_162,206,I16,big,0,0.4,0,0,0
rw_drive_filtered_speed_rpm_163,206,I16,big,0,0.4,0,0,0
rw_drive_filtered_speed_rpm_164,206,I16,big,0,0.4,0,0,0
rw_drive_speed_cmd_rpm_161,206,I16,big,0,0.4,0,0,0
rw_drive_speed_cmd_rpm_162,206,I16,big,0,0.4,0,0,0
rw_drive_speed_cmd_rpm_163,206,I16,big,0,0.4,0,0,0
rw_drive_speed_cmd_rpm_164,206,I16,big,0,0.4,0,0,0
rw_drive_torque_command1,206,I32,big,0,0,0,0,0
rw_drive_torque_command2,206,I32,big,0,0.00000001,0,0,0
rw_drive_torque_command3,206,I32,big,0,0.00000001,0,0,0
rw_drive_torque_command4,206,I32,big,0,0.00000001,0,0,0
rw_drive_meas_wheel_current1,206,I16,big,0,0.001,0,0,0
rw_drive_meas_wheel_current2,206,I16,big,0,0.001,0,0,0
rw_drive_meas_wheel_current3,206,I16,big,0,0.001,0,0,0
rw_drive_meas_wheel_current4,206,I16,big,0,0.001,0,0,0
rw_drive_rw_time,206,U32,big,,,,,
rw_drive_pwm_counts1,206,U32,big,,,,,
rw_drive_pwm_counts2,206,U32,big,,,,,
rw_drive_pwm_counts3,206,U32,big,,,,,
rw_drive_pwm_counts4,206,U32,big,,,,,
rw_drive_pw_mcmd_ct1,206,U32,big,,,,,
rw_drive_pw_mcmd_ct2,206,U32,big,,,,,
rw_drive_pw_mcmd_ct3,206,U32,big,,,,,
rw_drive_pw_mcmd_ct4,206,U32,big,,,,,
rw_drive_motor_tach_counts1,206,U16,big,,,,,
rw_drive_motor_tach_counts2,206,U16,big,,,,,
